Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
20056593,3/17/2011 10:16,3/22/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11211,19 KEAP ST,KEAP ST,KENT AVE,WYTHE AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,3/22/2011 0:00,01 BROOKLYN,BROOKLYN,994339,194934,Unspecified,BROOKLYN,,,,,,,,40.70171982,-73.96361357,"(40.70171981564968, -73.9636135659555)"
20056592,3/17/2011 10:34,3/22/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11211,25 KEAP ST,KEAP ST,KENT AVE,WYTHE AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,3/22/2011 0:00,01 BROOKLYN,BROOKLYN,994356,194949,Unspecified,BROOKLYN,,,,,,,,40.70176097,-73.96355223,"(40.701760967733264, -73.96355223218559)"
20056591,3/17/2011 18:44,3/22/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11211,17 KEAP ST,KEAP ST,KENT AVE,WYTHE AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,3/22/2011 0:00,01 BROOKLYN,BROOKLYN,994333,194929,Unspecified,BROOKLYN,,,,,,,,40.7017061,-73.96363521,"(40.701706098660964, -73.96363521270997)"
20049135,3/16/2011 12:30,3/24/2011 7:44,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11217,213 BERGEN ST,BERGEN ST,BOND ST,NEVINS ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,3/24/2011 7:44,02 BROOKLYN,BROOKLYN,988372,188714,Unspecified,BROOKLYN,,,,,,,,40.68465215,-73.98513763,"(40.684652145936035, -73.98513762626332)"
20049075,3/16/2011 15:45,3/17/2011 8:49,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11211,19 KEAP ST,KEAP ST,KENT AVE,WYTHE AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,3/17/2011 8:49,01 BROOKLYN,BROOKLYN,994339,194934,Unspecified,BROOKLYN,,,,,,,,40.70171982,-73.96361357,"(40.70171981564968, -73.9636135659555)"
20048979,3/16/2011 16:07,4/25/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,11234,1954 COLEMAN ST,COLEMAN ST,FILLMORE AVE,AVENUE S,,,ADDRESS,BROOKLYN,,N/A,Closed,,4/25/2011 0:00,18 BROOKLYN,BROOKLYN,1004074,162554,Unspecified,BROOKLYN,,,,,,,,40.6128274,-73.92859905,"(40.61282740373004, -73.9285990485437)"
20048978,3/16/2011 9:39,3/17/2011 7:04,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11414,151-25 88 ST,88 ST,151 AVE,153 AVE,,,ADDRESS,HOWARD BEACH,,N/A,Closed,,3/17/2011 7:04,10 QUEENS,QUEENS,1026622,182776,Unspecified,QUEENS,,,,,,,,40.66825324,-73.84726007,"(40.66825324014593, -73.84726007161217)"
20048519,3/16/2011 9:17,3/18/2011 7:12,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11211,17 KEAP ST,KEAP ST,KENT AVE,WYTHE AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,3/18/2011 7:12,01 BROOKLYN,BROOKLYN,994333,194929,Unspecified,BROOKLYN,,,,,,,,40.7017061,-73.96363521,"(40.701706098660964, -73.96363521270997)"
20041372,3/15/2011 13:12,3/24/2011 8:20,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10026,247 W 116 ST,W 116 ST,7 AVE,8 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,3/24/2011 8:20,10 MANHATTAN,MANHATTAN,997003,232135,Unspecified,MANHATTAN,,,,,,,,40.80382367,-73.95393518,"(40.803823667499245, -73.9539351767098)"
20041364,3/15/2011 4:32,3/15/2011 14:03,DEP,Department of Environmental Protection,Water Quality,Defective Water Sampling Station (QSS),,11219,,,FORT HAMILTON PKWY,56 ST,FORT HAMILTON PARKWAY,56 STREET,INTERSECTION,BROOKLYN,,N/A,Closed,,3/15/2011 14:03,12 BROOKLYN,BROOKLYN,983508,170631,Unspecified,BROOKLYN,,,,,,,,40.63501922,-74.00267338,"(40.63501922309739, -74.00267338166805)"
20041291,3/15/2011 20:19,4/25/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10301,125 OXFORD PL,OXFORD PL,WOODSTOCK AVE,FOREST AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,4/25/2011 0:00,01 STATEN ISLAND,STATEN ISLAND,959497,169349,Unspecified,STATEN ISLAND,,,,,,,,40.63146585,-74.08917885,"(40.631465851752395, -74.08917884694294)"
20041290,3/15/2011 9:17,3/16/2011 8:39,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11211,19 KEAP ST,KEAP ST,KENT AVE,WYTHE AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,3/16/2011 8:39,01 BROOKLYN,BROOKLYN,994339,194934,Unspecified,BROOKLYN,,,,,,,,40.70171982,-73.96361357,"(40.70171981564968, -73.9636135659555)"
20032506,3/14/2011 10:52,4/25/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,11234,1721 E 35 ST,E 35 ST,QUENTIN RD,AVENUE R,,,ADDRESS,BROOKLYN,,N/A,Closed,,4/25/2011 0:00,18 BROOKLYN,BROOKLYN,1001741,162867,Unspecified,BROOKLYN,,,,,,,,40.61369144,-73.9370011,"(40.613691436421256, -73.93700110088952)"
20032504,3/14/2011 12:23,5/9/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10459,1347 BRISTOW ST,BRISTOW ST,REV JAMES POLITE AVE,JENNINGS ST,,,ADDRESS,BRONX,,N/A,Closed,,5/9/2011 0:00,03 BRONX,BRONX,1013343,242292,Unspecified,BRONX,,,,,,,,40.83166307,-73.89486984,"(40.83166306520234, -73.8948698413996)"
20032250,3/14/2011 17:20,4/25/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10308,231 EVERGREEN ST,EVERGREEN ST,BEND,REDWOOD AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,4/25/2011 0:00,03 STATEN ISLAND,STATEN ISLAND,944474,142628,Unspecified,STATEN ISLAND,,,,,,,,40.55806747,-74.14314555,"(40.55806746814617, -74.14314555116727)"
20032230,3/14/2011 9:31,3/15/2011 8:14,DEP,Department of Environmental Protection,Water Quality,Defective Water Sampling Station (QSS),,10013,,,GREENWICH ST,FRANKLIN ST,GREENWICH STREET,FRANKLIN STREET,INTERSECTION,NEW YORK,,N/A,Closed,,3/15/2011 8:14,01 MANHATTAN,MANHATTAN,981397,201392,Unspecified,MANHATTAN,,,,,,,,40.71945078,-74.01029221,"(40.7194507834957, -74.0102922104421)"
20024254,3/13/2011 10:07,3/14/2011 8:57,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11358,42-16 190 ST,190 ST,42 AVE,NORTHERN BLVD,,,ADDRESS,FLUSHING,,N/A,Closed,,3/14/2011 8:57,11 QUEENS,QUEENS,1042044,215835,Unspecified,QUEENS,,,,,,,,40.7589048,-73.79138419,"(40.758904802635065, -73.79138419050689)"
20016377,3/11/2011 16:35,3/15/2011 11:47,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10469,2447 HERING AVE,HERING AVE,WARING AVE,MACE AVE,,,ADDRESS,BRONX,,N/A,Closed,,3/15/2011 11:47,11 BRONX,BRONX,1024649,253358,Unspecified,BRONX,,,,,,,,40.86199146,-73.85394799,"(40.8619914559298, -73.85394799146283)"
20016261,3/11/2011 11:09,3/14/2011 8:47,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11414,151-25 88 ST,88 ST,151 AVE,153 AVE,,,ADDRESS,HOWARD BEACH,,N/A,Closed,,3/14/2011 8:47,10 QUEENS,QUEENS,1026622,182776,Unspecified,QUEENS,,,,,,,,40.66825324,-73.84726007,"(40.66825324014593, -73.84726007161217)"
20016260,3/11/2011 16:01,3/14/2011 8:00,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11427,85-14 BELL BLVD,BELL BLVD,85 AVE,86 AVE,,,ADDRESS,QUEENS VILLAGE,,N/A,Closed,,3/14/2011 8:00,11 QUEENS,QUEENS,1052601,205493,Unspecified,QUEENS,,,,,,,,40.7304434,-73.75338246,"(40.73044340268614, -73.75338245631681)"
20008314,3/10/2011 7:59,3/17/2011 7:32,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10470,307 E 239 ST,E 239 ST,KATONAH AVE,MARTHA AVE,,,ADDRESS,BRONX,,N/A,Closed,,3/17/2011 7:32,12 BRONX,BRONX,1020949,267335,Unspecified,BRONX,,,,,,,,40.90037008,-73.86724777,"(40.9003700838197, -73.86724777370499)"
20007942,3/10/2011 9:34,3/11/2011 11:47,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10466,3608 BOLLER AVE,BOLLER AVE,NEEDHAM AVE,CRAWFORD AVE,,,ADDRESS,BRONX,,N/A,Closed,,3/11/2011 11:47,12 BRONX,BRONX,1029336,261300,Unspecified,BRONX,,,,,,,,40.88376708,-73.83694996,"(40.883767076591184, -73.83694996331563)"
20000242,3/9/2011 1:32,3/9/2011 12:11,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11209,9302 RIDGE BLVD,RIDGE BLVD,93 ST,94 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,3/9/2011 12:11,10 BROOKLYN,BROOKLYN,974320,164857,Unspecified,BROOKLYN,,,,,,,,40.61916527,-74.0357687,"(40.61916527330357, -74.03576870006732)"
19999962,3/9/2011 16:00,4/1/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11427,215-12 86 AVE,86 AVE,215 ST,86 RD,,,ADDRESS,QUEENS VILLAGE,,N/A,Closed,,4/1/2011 0:00,11 QUEENS,QUEENS,1052587,204923,Unspecified,QUEENS,,,,,,,,40.72887901,-73.75343876,"(40.72887900641239, -73.75343875829414)"
19999567,3/9/2011 16:46,3/10/2011 11:15,DEP,Department of Environmental Protection,Water Quality,Defective Water Sampling Station (QSS),,10466,3514 BAYCHESTER AVE,BAYCHESTER AVE,BOSTON RD,NEEDHAM AVE,,,ADDRESS,BRONX,,N/A,Closed,,3/10/2011 11:15,12 BRONX,BRONX,1028791,260513,Unspecified,BRONX,,,,,,,,40.88160978,-73.83892614,"(40.881609778222234, -73.8389261427018)"
19999566,3/9/2011 11:28,4/25/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11414,158-05 85 ST,85 ST,158 AVE,159 AVE,,,ADDRESS,HOWARD BEACH,,N/A,Closed,,4/25/2011 0:00,10 QUEENS,QUEENS,1026521,179581,Unspecified,QUEENS,,,,,,,,40.65948417,-73.84764418,"(40.65948416889532, -73.84764418080823)"
19991451,3/8/2011 9:55,4/1/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,10453,127 W 183 ST,W 183 ST,LORING PL,SEDGWICK AVE,,,ADDRESS,BRONX,,N/A,Closed,,4/1/2011 0:00,07 BRONX,BRONX,1009049,252698,Unspecified,BRONX,,,,,,,,40.86023756,-73.9103481,"(40.860237562006326, -73.91034809782617)"
19983299,3/7/2011 14:37,4/25/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11363,120 HOLLYWOOD AVE,HOLLYWOOD AVE,WEST DR,CENTER DR,,,ADDRESS,LITTLE NECK,,N/A,Closed,,4/25/2011 0:00,11 QUEENS,QUEENS,1052951,221914,Unspecified,QUEENS,,,,,,,,40.77551199,-73.75195185,"(40.77551199175362, -73.7519518530899)"
19983298,3/7/2011 15:34,3/16/2011 13:00,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11427,85-14 BELL BLVD,BELL BLVD,85 AVE,86 AVE,,,ADDRESS,QUEENS VILLAGE,,N/A,Closed,,3/16/2011 13:00,11 QUEENS,QUEENS,1052601,205493,Unspecified,QUEENS,,,,,,,,40.7304434,-73.75338246,"(40.73044340268614, -73.75338245631681)"
19983252,3/7/2011 11:19,3/16/2011 8:40,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10011,254 W 18 ST,W 18 ST,7 AVE,8 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,3/16/2011 8:40,04 MANHATTAN,MANHATTAN,984420,209494,Unspecified,MANHATTAN,,,,,,,,40.74168925,-73.99938652,"(40.74168924818279, -73.99938651952995)"
19982740,3/7/2011 13:36,3/8/2011 8:45,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11360,23-45 BELL BLVD,BELL BLVD,23 AVE,BEND,,,ADDRESS,BAYSIDE,,N/A,Closed,,3/8/2011 8:45,07 QUEENS,QUEENS,1046280,224164,Unspecified,QUEENS,,,,,,,,40.78173696,-73.77601693,"(40.78173695897546, -73.77601692532943)"
19970322,3/5/2011 15:00,4/25/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11234,3422 FILLMORE AVE,FILLMORE AVE,E 34 ST,E 35 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,4/25/2011 0:00,18 BROOKLYN,BROOKLYN,1002466,161733,Unspecified,BROOKLYN,,,,,,,,40.61057738,-73.93439286,"(40.61057738001131, -73.93439286359025)"
19901083,2/23/2011 11:47,3/4/2011 9:06,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10314,57 RIDGEWAY AVE,RIDGEWAY AVE,RICHE AVE,CALVANICO LANE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,3/4/2011 9:06,02 STATEN ISLAND,STATEN ISLAND,933477,156132,Unspecified,STATEN ISLAND,,,,,,,,40.59507707,-74.18282279,"(40.59507706832409, -74.18282279267864)"
19901060,2/23/2011 10:02,3/18/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11223,808 R AVE,R AVE,E 8 ST,E 9 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,3/18/2011 0:00,15 BROOKLYN,BROOKLYN,994205,159727,Unspecified,BROOKLYN,,,,,,,,40.60508445,-73.96414881,"(40.605084452960625, -73.96414881065958)"
19893028,2/22/2011 15:44,3/18/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10029,29 E 104 ST,E 104 ST,5 AVE,MADISON AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,3/18/2011 0:00,11 MANHATTAN,MANHATTAN,997820,228022,Unspecified,MANHATTAN,,,,,,,,40.79253339,-73.95099242,"(40.79253338709114, -73.95099242173359)"
19892961,2/22/2011 13:38,4/1/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10471,5800 ARLINGTON AVE,ARLINGTON AVE,W 259 ST,INDEPENDENCE AVE,,,ADDRESS,BRONX,,N/A,Closed,,4/1/2011 0:00,08 BRONX,BRONX,1010089,270090,Unspecified,BRONX,,,,,,,,40.90797015,-73.90652126,"(40.90797015337746, -73.90652125703403)"
19883845,2/21/2011 9:21,2/22/2011 8:53,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10036,440 W 41 ST,W 41 ST,DYER AVE,10 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,2/22/2011 8:53,04 MANHATTAN,MANHATTAN,985690,215631,Unspecified,MANHATTAN,,,,,,,,40.75853365,-73.99480215,"(40.75853364873267, -73.99480214541363)"
19883653,2/21/2011 11:12,3/18/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11428,93-47 210 PL,210 PL,93 AVE,94 AVE,,,ADDRESS,QUEENS VILLAGE,,N/A,Closed,,3/18/2011 0:00,13 QUEENS,QUEENS,1053259,200653,Unspecified,QUEENS,,,,,,,,40.71715372,-73.75105796,"(40.71715371989899, -73.75105796484762)"
19883644,2/21/2011 12:42,3/18/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10310,184 BARD AVE,BARD AVE,BEND,STEBBINS AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,3/18/2011 0:00,01 STATEN ISLAND,STATEN ISLAND,954348,172619,Unspecified,STATEN ISLAND,,,,,,,,40.64042541,-74.10774388,"(40.64042541446333, -74.10774387515708)"
19868795,2/18/2011 8:29,3/24/2011 7:42,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11230,927 E 9 ST,E 9 ST,AVENUE I,AVENUE J,,,ADDRESS,BROOKLYN,,N/A,Closed,,3/24/2011 7:42,12 BROOKLYN,BROOKLYN,993303,167398,Unspecified,BROOKLYN,,,,,,,,40.62614073,-73.96738692,"(40.626140726453514, -73.96738692013058)"
19868569,2/18/2011 13:04,2/22/2011 9:00,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10453,1644 UNDERCLIFF AVE,UNDERCLIFF AVE,W 175 ST,W 176 ST,,,ADDRESS,BRONX,,N/A,Closed,,2/22/2011 9:00,05 BRONX,BRONX,1005867,248696,Unspecified,BRONX,,,,,,,,40.84926163,-73.92186438,"(40.849261634633756, -73.9218643776578)"
19868245,2/18/2011 13:33,3/18/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10306,93 EMMET AVE,EMMET AVE,S RAILROAD AVE,TWOMBLY AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,3/18/2011 0:00,03 STATEN ISLAND,STATEN ISLAND,947757,143291,Unspecified,STATEN ISLAND,,,,,,,,40.55990139,-74.13133431,"(40.559901391409625, -74.1313343128053)"
19861098,2/17/2011 10:39,3/11/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10471,4455 DOUGLAS AVE,DOUGLAS AVE,PRIVATE DRWY,DEAD END,,,ADDRESS,BRONX,,N/A,Closed,,3/11/2011 0:00,08 BRONX,BRONX,1007242,263166,Unspecified,BRONX,,,,,,,,40.88897388,-73.91684473,"(40.88897387702168, -73.91684473073023)"
19861085,2/17/2011 13:26,2/18/2011 10:29,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11433,175-20 93 AVE,93 AVE,175 ST,176 ST,,,ADDRESS,JAMAICA,,N/A,Closed,,2/18/2011 10:29,12 QUEENS,QUEENS,1043887,196731,Unspecified,QUEENS,,,,,,,,40.70645694,-73.78490097,"(40.70645693582352, -73.78490097236117)"
19860814,2/17/2011 12:49,3/18/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11208,492 ESSEX ST,ESSEX ST,BELMONT AVE,SUTTER AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,3/18/2011 0:00,05 BROOKLYN,BROOKLYN,1017210,184070,Unspecified,BROOKLYN,,,,,,,,40.67184502,-73.88118148,"(40.671845020205744, -73.8811814843654)"
19852658,2/16/2011 11:41,3/18/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10001,353 W 29 ST,W 29 ST,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,3/18/2011 0:00,04 MANHATTAN,MANHATTAN,985018,212405,Unspecified,MANHATTAN,,,,,,,,40.74967918,-73.99722818,"(40.74967918188024, -73.99722817935377)"
19852657,2/16/2011 10:41,2/28/2011 10:42,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11368,35-20 108 ST,108 ST,35 AVE,36 AVE,,,ADDRESS,CORONA,,N/A,Closed,,2/28/2011 10:42,03 QUEENS,QUEENS,1022891,214449,Unspecified,QUEENS,,,,,,,,40.75520504,-73.86052754,"(40.75520504323169, -73.86052753658991)"
19852656,2/16/2011 10:49,2/18/2011 8:49,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10028,336 E 81 ST,E 81 ST,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,2/18/2011 8:49,08 MANHATTAN,MANHATTAN,997231,221357,Unspecified,MANHATTAN,,,,,,,,40.77424062,-73.95313245,"(40.77424062206493, -73.9531324526282)"
19852281,2/16/2011 10:03,2/18/2011 8:37,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10021,360 E 72 ST,E 72 ST,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,2/18/2011 8:37,08 MANHATTAN,MANHATTAN,996161,219162,Unspecified,MANHATTAN,,,,,,,,40.76821743,-73.95699955,"(40.768217426966835, -73.95699954815508)"
19844319,2/15/2011 15:48,3/18/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10312,29 STROUD AVE,STROUD AVE,RICHMOND AVE,WAINWRIGHT AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,3/18/2011 0:00,03 STATEN ISLAND,STATEN ISLAND,937135,141155,Unspecified,STATEN ISLAND,,,,,,,,40.55398842,-74.16954676,"(40.553988417917544, -74.16954676467881)"
19844296,2/15/2011 11:38,2/15/2011 13:27,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11229,2601 OCEAN AVE,OCEAN AVE,AVENUE U,AVENUE V,,,ADDRESS,BROOKLYN,,N/A,Closed,,2/15/2011 13:27,15 BROOKLYN,BROOKLYN,997814,157193,Unspecified,BROOKLYN,,,,,,,,40.59812435,-73.95115672,"(40.59812434944766, -73.9511567198697)"
19844169,2/15/2011 15:57,2/16/2011 9:03,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10458,2322 RYER AVE,RYER AVE,E 183 ST,FIELD PL,,,ADDRESS,BRONX,,N/A,Closed,,2/16/2011 9:03,05 BRONX,BRONX,1012246,251792,Unspecified,BRONX,,,,,,,,40.85774131,-73.89879428,"(40.857741306147375, -73.89879428324979)"
19843643,2/15/2011 15:26,3/18/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10473,2025 SEWARD AVE,SEWARD AVE,PUGSLEY AVE,OLMSTEAD AVE,,,ADDRESS,BRONX,,N/A,Closed,,3/18/2011 0:00,09 BRONX,BRONX,1024755,238220,Unspecified,BRONX,,,,,,,,40.82044164,-73.85365621,"(40.82044163511422, -73.85365620697301)"
19835354,2/14/2011 16:51,3/18/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11229,2601 OCEAN AVE,OCEAN AVE,AVENUE U,AVENUE V,,,ADDRESS,BROOKLYN,,N/A,Closed,,3/18/2011 0:00,15 BROOKLYN,BROOKLYN,997814,157193,Unspecified,BROOKLYN,,,,,,,,40.59812435,-73.95115672,"(40.59812434944766, -73.9511567198697)"
19835159,2/14/2011 9:14,3/18/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,10024,27 W 86 ST,W 86 ST,CENTRAL PARK W,COLUMBUS AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,3/18/2011 0:00,07 MANHATTAN,MANHATTAN,992480,225530,Unspecified,MANHATTAN,,,,,,,,40.7857001,-73.9702807,"(40.78570010284109, -73.97028069554327)"
19834928,2/14/2011 9:27,3/18/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11236,1173 E 95 ST,E 95 ST,FLATLANDS AVE,SKIDMORE LANE,,,ADDRESS,BROOKLYN,,N/A,Closed,,3/18/2011 0:00,18 BROOKLYN,BROOKLYN,1011502,173226,Unspecified,BROOKLYN,,,,,,,,40.64210005,-73.90180223,"(40.6421000483922, -73.90180223224114)"
19827077,2/13/2011 11:34,3/18/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10128,1469 LEXINGTON AVE,LEXINGTON AVE,E 94 ST,E 95 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,3/18/2011 0:00,08 MANHATTAN,MANHATTAN,997685,225312,Unspecified,MANHATTAN,,,,,,,,40.78509537,-73.95148539,"(40.78509537142516, -73.95148538983403)"
19827002,2/13/2011 12:28,2/14/2011 9:30,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,11230,1985 OCEAN AVE,OCEAN AVE,AVENUE O,AVENUE P,,,ADDRESS,BROOKLYN,,N/A,Closed,,2/14/2011 9:30,14 BROOKLYN,BROOKLYN,997021,162658,Unspecified,BROOKLYN,,,,,,,,40.61312583,-73.95400194,"(40.61312583484479, -73.95400193863591)"
19822993,2/12/2011 10:19,2/14/2011 7:28,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11433,109-14 157 ST,157 ST,109 AVE,BRINKERHOFF AVE,,,ADDRESS,JAMAICA,,N/A,Closed,,2/14/2011 7:28,12 QUEENS,QUEENS,1041359,191741,Unspecified,QUEENS,,,,,,,,40.69277727,-73.79406125,"(40.692777266387196, -73.79406125359958)"
19822992,2/12/2011 15:55,2/14/2011 9:08,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11228,1417 81 ST,81 ST,14 AVE,15 AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,2/14/2011 9:08,11 BROOKLYN,BROOKLYN,982001,163406,Unspecified,BROOKLYN,,,,,,,,40.61518786,-74.00810061,"(40.6151878584604, -74.00810060535491)"
19818609,2/11/2011 12:59,2/14/2011 8:31,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11221,969 GATES AVE,GATES AVE,PATCHEN AVE,RALPH AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,2/14/2011 8:31,03 BROOKLYN,BROOKLYN,1004632,190304,Unspecified,BROOKLYN,,,,,,,,40.68899382,-73.92650542,"(40.68899382282547, -73.9265054196944)"
19818117,2/11/2011 8:02,2/22/2011 7:09,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10035,2253 3 AVE,3 AVE,E 122 ST,E 123 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,2/22/2011 7:09,11 MANHATTAN,MANHATTAN,1001695,231502,Unspecified,MANHATTAN,,,,,,,,40.80207824,-73.93698896,"(40.802078238502574, -73.93698895923369)"
